"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER_NAME","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,34300.00,142.00,75.00,0.00,1405.00,293.00,66.00,43.00,"Delta Air Lines Inc.","DL","DFW","MLU",6,"655",1,1999,1,3,1,"F",
0.00,1.00,205000.00,0.00,0.00,40320.00,0.00,557.00,209.00,172.00,"Evergreen International Inc.","EZ","DFW","MSL",8,"816",2,1999,1,3,2,"P",
0.00,2.00,68600.00,284.00,20.00,1167.00,1360.00,175.00,110.00,64.00,"Delta Air Lines Inc.","DL","DFW","OKC",6,"655",1,1999,1,3,1,"F",
0.00,1.00,30540.00,126.00,63.00,0.00,0.00,802.00,121.00,99.00,"United Air Lines Inc.","UA","DFW","ORD",6,"698",1,1999,1,3,2,"F",
0.00,1.00,34300.00,142.00,142.00,307.00,20.00,1103.00,160.00,133.00,"Delta Air Lines Inc.","DL","DFW","PBI",6,"655",1,1999,1,3,3,"F",
0.00,1.00,34300.00,142.00,121.00,285.00,950.00,1529.00,247.00,227.00,"Delta Air Lines Inc.","DL","DFW","PVD",6,"655",1,1999,1,3,4,"F",
0.00,1.00,34300.00,142.00,64.00,492.00,407.00,1345.00,210.00,193.00,"Delta Air Lines Inc.","DL","DFW","RNO",6,"655",1,1999,1,3,3,"F",
0.00,1.00,36300.00,149.00,9.00,1362.00,0.00,733.00,110.00,94.00,"Delta Air Lines Inc.","DL","DFW","SDF",7,"715",1,1999,1,3,2,"F",
0.00,1.00,82700.00,212.00,38.00,2438.00,983.00,1464.00,230.00,211.00,"Delta Air Lines Inc.","DL","DFW","SFO",6,"626",1,1999,1,3,3,"F",
0.00,1.00,47000.00,180.00,110.00,1184.00,785.00,190.00,145.00,120.00,"Delta Air Lines Inc.","DL","DFW","SHV",6,"622",1,1999,1,3,1,"F",
0.00,4.00,137200.00,568.00,457.00,1703.00,2332.00,988.00,625.00,545.00,"Delta Air Lines Inc.","DL","DFW","SLC",6,"655",1,1999,1,3,2,"F",
0.00,1.00,25825.00,107.00,76.00,237.00,0.00,988.00,163.00,139.00,"Delta Air Lines Inc.","DL","DFW","SLC",6,"620",1,1999,1,3,2,"F",
0.00,1.00,63040.00,204.00,198.00,8361.00,8050.00,988.00,172.00,148.00,"Delta Air Lines Inc.","DL","DFW","SLC",6,"625",1,1999,1,3,2,"F",
0.00,1.00,47000.00,183.00,113.00,1623.00,2212.00,988.00,164.00,140.00,"Delta Air Lines Inc.","DL","DFW","SLC",6,"622",1,1999,1,3,2,"F",
0.00,1.00,47000.00,183.00,178.00,901.00,800.00,1205.00,187.00,165.00,"Delta Air Lines Inc.","DL","DFW","SNA",6,"622",1,1999,1,3,3,"F",
0.00,1.00,82700.00,212.00,162.00,1.00,51.00,929.00,130.00,105.00,"Delta Air Lines Inc.","DL","DFW","TPA",6,"626",1,1999,1,3,2,"F",
0.00,3.00,102900.00,426.00,137.00,1630.00,780.00,813.00,445.00,360.00,"Delta Air Lines Inc.","DL","DFW","TUS",6,"655",1,1999,1,3,2,"F",
0.00,1.00,6000.00,0.00,0.00,1192.00,0.00,980.00,157.00,140.00,"USA Jet Airlines Inc.","U7","DFW","YIP",6,"681",2,1999,1,3,2,"P",
0.00,1.00,13346.00,50.00,17.00,0.00,0.00,75.00,87.00,75.00,"ExpressJet Airlines LLC","EV","DHN","ABY",6,"629",1,1999,1,3,1,"F",
0.00,1.00,14523.00,66.00,21.00,0.00,0.00,142.00,45.00,34.00,"ExpressJet Airlines LLC","EV","DHN","MCN",4,"442",1,1999,1,3,1,"F",
0.00,14.00,398270.00,738.00,429.00,4276.00,6379.00,329.00,780.00,670.00,"Alaska Airlines Inc.","AS","DLG","ANC",6,"621",3,1999,1,3,1,"F",
0.00,1.00,18870.00,78.00,76.00,279.00,292.00,232.00,101.00,47.00,"Northwest Airlines Inc.","NW","DSM","MSP",6,"630",1,1999,1,3,1,"F",
0.00,4.00,104160.00,432.00,347.00,840.00,2912.00,299.00,324.00,243.00,"United Air Lines Inc.","UA","DSM","ORD",6,"616",1,1999,1,3,1,"F",
0.00,1.00,35940.00,144.00,124.00,0.00,0.00,299.00,63.00,48.00,"United Air Lines Inc.","UA","DSM","ORD",6,"694",1,1999,1,3,1,"F",
0.00,1.00,38090.00,142.00,86.00,20.00,1148.00,299.00,104.00,85.00,"Trans World Airways LLC","TW","DSM","ORD",6,"655",1,1999,1,3,1,"F",
0.00,1.00,75900.00,302.00,234.00,477.00,325.00,594.00,104.00,83.00,"Delta Air Lines Inc.","DL","DTW","ATL",7,"760",1,1999,1,3,2,"F",
0.00,2.00,73910.00,298.00,249.00,1063.00,600.00,594.00,222.00,178.00,"Delta Air Lines Inc.","DL","DTW","ATL",7,"715",1,1999,1,3,2,"F",
0.00,1.00,25370.00,103.00,95.00,85.00,0.00,457.00,93.00,75.00,"Continental Air Lines Inc.","CO","DTW","BNA",6,"640",1,1999,1,3,1,"F",
0.00,5.00,175000.00,870.00,309.00,0.00,0.00,95.00,280.00,146.00,"TransMeridian Airlines","T9","DTW","CLE",6,"694",1,1999,1,3,1,"L",
0.00,3.00,95400.00,378.00,166.00,0.00,0.00,383.00,226.00,171.00,"United Air Lines Inc.","UA","DTW","IAD",6,"619",1,1999,1,3,1,"F",
0.00,1.00,32790.00,134.00,116.00,18.00,84.00,811.00,198.00,132.00,"America West Airlines Inc.","HP","DTW","ICT",6,"619",1,1999,1,3,2,"F",
0.00,1.00,34100.00,137.00,6.00,0.00,0.00,231.00,78.00,64.00,"Southwest Airlines Co.","WN","DTW","IND",6,"619",1,1999,1,3,1,"F",
0.00,3.00,28500.00,522.00,0.00,0.00,0.00,238.00,204.00,126.00,"TransMeridian Airlines","T9","DTW","MKE",6,"694",1,1999,1,3,1,"L",
0.00,1.00,36950.00,148.00,1.00,0.00,1650.00,528.00,113.00,84.00,"Northwest Airlines Inc.","NW","DTW","MSP",6,"655",1,1999,1,3,2,"F",
0.00,3.00,95400.00,378.00,140.00,0.00,0.00,235.00,273.00,156.00,"United Air Lines Inc.","UA","DTW","ORD",6,"619",1,1999,1,3,1,"F",
0.00,11.00,181000.00,1914.00,346.00,0.00,0.00,235.00,862.00,526.00,"TransMeridian Airlines","T9","DTW","ORD",6,"694",1,1999,1,3,1,"L",
0.00,1.00,30170.00,115.00,90.00,8.00,425.00,440.00,92.00,72.00,"Trans World Airways LLC","TW","DTW","STL",6,"650",1,1999,1,3,1,"F",
0.00,1.00,33115.00,122.00,9.00,0.00,0.00,790.00,135.00,124.00,"Southwest Airlines Co.","WN","DTW","TUL",6,"620",1,1999,1,3,2,"F",
0.00,1.00,6128.00,0.00,0.00,3610.00,0.00,524.00,80.00,70.00,"Reliant Airlines","RLQ","DUG","AMA",6,"681",2,1999,1,3,2,"P",
0.00,1.00,6000.00,0.00,0.00,3020.00,0.00,813.00,119.00,107.00,"USA Jet Airlines Inc.","U7","DUG","ICT",6,"681",2,1999,1,3,2,"P",
0.00,1.00,27630.00,72.00,54.00,0.00,0.00,503.00,95.00,85.00,"Alaska Airlines Inc.","AS","DUT","AKN",6,"621",3,1999,1,3,2,"F",
